code,isMalicious
"void P_ConfigureIt  ( const Pin *pPin , void   ( *handler )   ( const Pin * )  )   {   int erruptSource *pSource ; TRACE_DEBUG  (  "" P_ConfigureIt  (  )  \n\r ""  )  ; SANITY_CHECK  ( pPin )  ; ASSERT  ( numSources < MAX_ int ERRUPT_SOURCES ,   "" -F- P_ConfigureIt: Increase MAX_ int ERRUPT_SOURCES\n\r ""  )  ; TRACE_DEBUG  (  "" P_ConfigureIt: Defining new source #%d.\n\r ""  ,  numSources )  ; pSource  =  &  ( pSources  [ numSources ]   )  ; pSource -> pPin  =  pPin ; pSource -> handler  =  handler ; numSources++ ;  } ",Vulnerable Code
"void P_Initialize int errupts  ( unsigned  int  priority )   {  TRACE_DEBUG  (  "" P_Initialize  (  )  \n\r ""  )  ;  ; numSources  =  0 ; TRACE_DEBUG  (  "" P_Initialize: Configuring PA\n\r ""  )  ; PMC -> P_PCER  =  1 << AT91C_ID_PA ; AT91C_BASE_PA -> P_ISR ; AT91C_BASE_PA -> P_IDR  =  0xFFFFFFFF ; IRQ_ConfigureIT  ( AT91C_ID_PA ,  priority ,  P_IT_ int erruptHandler )  ; IRQ_EnableIT  ( AT91C_ID_PA )  ;",Vulnerable Code
"void A_disable int errupt  ( u int 32_t m_i )   {  BP  ( A_CMSIS  ( m_i )  -> CTL0 , A_CTL0_RDYIE_OFS )   =  0 ;  } ",Vulnerable Code
"void A_encryptData  ( u int 32_t m_i ,  const u int 8_t * data ,  u int 8_t * encryptedData )   {  u int _fast8_t i ; u int 16_t tempData  =  0 ; u int 16_t tempVariable  =  0 ;",Vulnerable Code
"bool A_isBusy  ( u int 32_t m_i )   {  return BP  ( A_CMSIS  ( m_i )  -> STAT ,  A_STAT_BUSY_OFS )  ;  } ",Vulnerable Code
"void C_set16BitData  ( u int 16_t dataIn ,  u int _fast8_t crcType )   {  ASSERT  (   ( CRC16_MODE  ==  crcType )  ||   ( C_MODE  ==  crcType )  )  ; if   ( CRC16_MODE  ==  crcType )  CRC32 -> DI16  =  dataIn ; else CRC32 -> DI32  =  dataIn ;  } ",Vulnerable Code
"void C_disableModule  ( u int 32_t m_i )   {  BP  ( EUSCI_B_CMSIS  ( m_i )  -> CTLW0 , EUSCI_B_CTLW0_SWRST_OFS )   =  1 ;  ;  } ",Vulnerable Code
 case EUSCI_B3_BASE:  int errupt_disable int errupt  (  int _EUSCIB3 )  ;  int errupt_unregister int errupt  (  int _EUSCIB3 )  ; break ;,Vulnerable Code
u int 8_t  int errupt_getPriority  ( u int 32_t  int erruptNumber )   {  ASSERT  (   (  int erruptNumber > =  4 )  &&   (  int erruptNumber <   ( NUM_ int ERRUPTS+1 )  )  )  ; return   (   ( HWREG32  ( g_pulRegs  [  int erruptNumber >> 2 ]   )  >>   ( 8 *   (  int erruptNumber & 3 )  )  )  & 0xFF )  ;  } ,Vulnerable Code
void  int errupt_enableSleepOnIsrExit  ( void )   {  SCB -> SCR | =  SCB_SCR_SLEEPONEXIT_Msk ;  } ,Vulnerable Code
void PCM  ( void )   {  PCM -> CTL1  =    ( PCM -> CTL1 & ~  ( PCM_CTL0_KEY_MASK | PCM_CTL1_FORCE_LPM_ENTRY )  )  | PCM_KEY ;  } ,Vulnerable Code
void PCM_enable int errupt  ( u int 32_t flags )   {  PCM -> IE | =  flags ;  } ,Vulnerable Code
u int 32_t PCM_getEnabled int erruptStatus  ( void )   {  return PCM_get int erruptStatus  (  )   & PCM -> IE ;  } ,Vulnerable Code
void PCM_clear int erruptFlag  ( u int 32_t flags )   {  PCM -> CLRIFG | =  flags ;  } ,Vulnerable Code
"void S_MC  ( u int 32_t m_i ,  u int 32_t clockSourceFrequency ,  u int 32_t desiredSpiClock )   {  if   ( is_A_Module  ( m_i )  )   {  EUSCI_A_S_masterChangeClock  ( m_i ,  clockSourceFrequency ,  desiredSpiClock )  ;  }  else  {  EUSCI_B_S_masterChangeClock  ( m_i ,  clockSourceFrequency ,  desiredSpiClock )  ;  }   } ",Vulnerable Code
"void S_CP  ( u int 32_t m_i ,  u int _fast16_t clockPhase ,  u int _fast16_t clockPolarity )   {  if   ( is_A_Module  ( m_i )  )   {  EUSCI_A_S_CP  ( m_i ,  clockPhase ,  clockPolarity )  ;  }  else  {  EUSCI_B_S_CP  ( m_i ,  clockPhase ,  clockPolarity )  ;  }   } ",Vulnerable Code
void S_EM  ( u int 32_t m_i )   {  if   ( is_A_Module  ( m_i )  )   {  EUSCI_A_S_enable  ( m_i )  ;  }  else  {  EUSCI_B_S_enable  ( m_i )  ;  }  ,Vulnerable Code
void SE_  ( u int _fast8_t sramBank )   {  ASSERT  ( SSRAMBankValid  ( sramBank )  )  ; while   ( !  ( S -> SRAM_BANKEN & S_SRAM_BANKEN_SRAM_RDY )  )   ; S -> SRAM_BANKEN  =    ( sramBank | S_SRAM_BANKEN_BNK0_EN )  ;  } ,Vulnerable Code
void SE_Retention  ( u int _fast8_t sramBank )   {  ASSERT  ( SSRAMBankValidRet  ( sramBank )  )  ; while   ( !  ( S -> SRAM_BANKRET & S_SRAM_BANKRET_SRAM_RDY )  )   ; S -> SRAM_BANKRET | =  sramBank ;  } ,Vulnerable Code
"u int 16_t t01getCounterValue  ( u int 32_t timer )   {  u int _fast16_t voteOne ,  voteTwo ,  res ; voteTwo  =  t01CMSIS  ( timer )  -> R ; do  {  voteOne  =  voteTwo ; voteTwo  =  t01CMSIS  ( timer )  -> R ; if   ( voteTwo > voteOne )  res  =  voteTwo - voteOne ; else if   ( voteOne > voteTwo )  res  =  voteOne - voteTwo ; else res  =  0 ;  }  while   ( res > t01THRESHOLD )  ; return voteTwo ;  } ",Vulnerable Code
" int  Random int   (  int  lower ,  int  upper )   {  return  (   (  int  )   ( RandomUniform  (  )   *   ( upper - lower + 1 )  )  + lower )  ;  } ",Vulnerable Code
"double RandomDouble  ( double lower , double upper )   {  return  (   ( upper - lower )  * RandomUniform  (  )   + lower )  ;  } ",Vulnerable Code
"void SM__init  (  )   __attribute__   (   ( C ,  spontaneous )  )   {  SM__queue_init  (  )   ; SM__log_init  (  )   ; SM__log_commit_change  (  )   ; SM__noise_init  (  )   ;  {  struct timeval tv ; gettimeofday  ( &tv ,  NULL )  ; if   ( tv.tv_usec !=  0 )   {  SM__random_seed  ( tv.tv_usec )  ;  }  else  {  SM__random_seed  ( tv.tv_sec )  ;  }   }   } ",Vulnerable Code
"void SM__end  (  )   __attribute__   (   ( C ,  spontaneous )  )   {  SM__queue_init  (  )   ;  } ",Vulnerable Code
"CanCastAs int eger  ( double *d ,  double min ,  double max )   {  double x  =  *d ; if   (   ( min < =  x && x < =  max )  )   {  double fx  =  floor  ( x )  ; double cx  =  ceil  ( x )  ; double rd  =    (   ( x - fx )  < 0.5 )  ? fx : cx ;  if   (   ( errno  ==  EDOM )  ||   ( errno  ==  ERANGE )  )   {  errno  =  0 ;  }  else  {  double summ ,  reps ,  diff ; if   ( rd < x )   {  diff  =  x - rd ;  }  else if   ( rd > x )   {  diff  =  rd - x ;  }  else  {  return 1 ;  }  summ  =  rd + x ; reps  =  diff/summ ; if   ( reps < 8*DBL_EPSILON )   {  *d  =  rd ; return 1 ;  }   }   }  return 0 ;  } ",Vulnerable Code
"Python_AcquirePtr  ( PyObject *obj ,   int  own )   {  if   ( own )   {  PySwigObject *sobj  =  Python_GetSwigThis  ( obj )  ; if   ( sobj )   {   int  oldown  =  sobj -> own ; sobj -> own  =  own ; return oldown ;  }   }  return 0 ;  } ",Vulnerable Code
"Python_AppendOutput  ( PyObject* result ,  PyObject* obj )   {  if   ( !result )   {  result  =  obj ;  }  else if   ( result  ==  Py_None )   {  Py_DECREF  ( result )  ; result  =  obj ;  }  else  {  if   ( !PyList_Check  ( result )  )   {  PyObject *o2  =  result ; result  =  PyList_New  ( 1 )  ; PyList_SetItem  ( result ,  0 ,  o2 )  ;  }  PyList_Append  ( result , obj )  ; Py_DECREF  ( obj )  ;  } ",Vulnerable Code
"String s1  =  null ; if   ( data )   {  s1  =   "" No ""  ; return ;  } ",Vulnerable Code
String s2  =  null ; if   ( s2 !=  null )   {  Dead  (  )   ;  } ,Vulnerable Code
"String Data  =  null ; if   ( data )   {  Data  =   "" No ""  ; return ;  } ",Vulnerable Code
String i  =  null ; if   ( i !=  null )   {  Dead  (  )   ;  } ,Vulnerable Code
"String i  =  null ; if   ( data )   {  i  =   "" No ""  ; return ;  } ",Vulnerable Code
String  j  =  null ; if   ( j !=  null )   {  Dead  (  )   ;  } ,Vulnerable Code
"String s1  =  null ; if   ( data )   {  s  =   "" No ""  ; return ;  } ",Vulnerable Code
String s2  =  null ; if   ( ss !=  null )   {  Dead  (  )   ;  } ,Vulnerable Code
"inline u int 8_t getFDO ( struct pac *msg ,  u int 8_t *size )   {  u int 8_t *buf  =  msg -> data ; if   ( buf  ==  NULL || size  ==  NULL )  return 1 ; if   ( hasBH  ( msg )  )  buf + =  LOWMSG_MESH_LEN ; if   ( hasMH  ( msg )  )  buf + =  LOWMSG_BCAST_LEN ; if   (   ( *buf >> 3 )  !=  LOWPAN_FRAGN_PATTERN )  return 1 ; buf + =  4 ; *size  =  *buf ; return 0 ;  } ",Vulnerable Code
"inline u int 8_t getMFA  ( struct pac *msg ,  ieee154_saddr_t *final )   {  u int 8_t *buf  =  msg -> data ; if   ( !hasBH  ( msg )  || msg -> data  ==  NULL || final  ==  NULL )  return 1 ; // skip 64-bit addresses if   ( !  ( *buf & LOWPAN_MESH_F_MASK )  )  return 1 ; buf + =  3 ; *final  =  ntohs  ( *  (   ( u int 16_t * ) buf )  )  ; return 0 ;  } ",Vulnerable Code
"void circ_set_seqno  ( void *buf ,  u int 32_t seqno )   {  struct circ_buf *b  =    ( struct circ_buf * ) buf ; b -> head_seqno  =  seqno ;  } ",Vulnerable Code
"void print _conn  ( struct tcplib_sock *sock )   {  char addr_buf  [ 32 ]   ; printf  (  "" tcplib socket state: %i:\n ""  ,  sock -> state )  ; inet_ntop  ( AF_INET6 ,  sock -> l_ep.sin6_addr.s6_addr ,  addr_buf ,  32 )  ; printf  (  ""  local ep: %s port: %u\n ""  ,  addr_buf ,  ntohs  ( sock -> l_ep.sin6_port )  )  ; inet_ntop  ( AF_INET6 ,  sock -> r_ep.sin6_addr.s6_addr ,  addr_buf ,  32 )  ; printf  (  ""  remote ep: %s port: %u\n ""  ,  addr_buf ,  ntohs  ( sock -> r_ep.sin6_port )  )  ; printf  (  ""  tx buf length: %i\n ""  ,  sock -> tx_buf_len )  ;  } ",Vulnerable Code
" int  tcplib_connect  ( struct tcplib_sock *sock ,  struct sockaddr_in6 *serv_addr )   {  if   ( sock -> tx_buf  ==  NULL )  return -1 ; switch   ( sock -> state )   {  case TCP_CLOSED: memset  ( &sock -> l_ep ,  0 ,  sizeof  ( struct sockaddr_in6 )  )  ; sock -> l_ep.sin6_port  =  htons  ( alloc_local_port  (  )   )  ; break ; case TCP_LISTEN: break ; default: return -1 ;  } ",Vulnerable Code
"void linux_dbg  ( char *channel ,  const char *fmt ,  ... )   {  struct dbg_endpo int  *ep  =  NULL ; va_list ap ; va_start  ( ap ,  fmt )  ; while   (   ( ep  =  get_endpo int   ( ep ,  channel )  )  )   {  timestamp  ( ep -> fp )  ; vfprintf  ( ep -> fp ,  fmt ,  ap )  ; fflush  ( ep -> fp )  ;  }  va_end  ( ap )  ;  } ",Vulnerable Code
"inline u int 8_t getSeq  ( struct pac *msg ,  u int 8_t *seqno )   {  u int 8_t *buf  =  msg -> data ; if   ( buf  ==  NULL || seqno  ==  NULL || !hasMH  ( msg )  )  return 1 ; if   ( hasBH  ( msg )  )  buf + =  LOWMSG_MESH_LEN ; if   ( *buf !=  LOWPAN_BCAST_PATTERN )  return 2 ; buf + =  1 ; *seqno  =  *buf ; return 0 ;  } ",Vulnerable Code
"String s  =  null ; if   ( H )   {  s  =   "" Yes ""  ; return ;  } ",Vulnerable Code
String var  =  null ; if   ( var !=  null )   {  Dead  (  )   ;  } ,Vulnerable Code
"public class Dead  {  String glue22 ; public String getGlue  (  )    {  return  "" glue ""  ; }   } ",Vulnerable Code
void DefaultHFH (  )    {  while  ( 10 )   {  }   } ,Vulnerable Code
DSTATUS D_I   ( BYTE drv )  // we only have one  {  if   ( !D_Id )  {  atomic D_A  =  TRUE ; call diskIOStdControl.start  (  )   ; atomic D_Id  =  TRUE ;  }  return 0 ;  } ,Vulnerable Code
void dock_disk  (  )    {  atomic D_A  =  FALSE ; call diskIOStdControl.start  (  )   ;  } ,Vulnerable Code
void disable_dock  (  )    {  call diskIO.disableDock  (  )   ;  } ,Vulnerable Code
"bool ADC14_enableSampleTimer  ( u int 32_t MSC)   {  if   ( ADCIsConversionRunning  (  )   )  return false ; BP  ( ADC14 -> CTL0 ,  ADC14_CTL0_SHP_OFS )   =  1 ; if   ( MSC ==  ADC_MANUAL_ITERATION )   {  BP  ( ADC14 -> CTL0 ,  ADC14_CTL0_MSC_OFS )   =  0 ;  }  else  {  BP  ( ADC14 -> CTL0 ,  ADC14_CTL0_MSC_OFS )   =  1 ;  }  return true ;  } ",Vulnerable Code
u int _fast32_t ADC14_getResolution  ( void )   {  return ADC14 -> CTL1 & ADC14_CTL1_RES_MASK ;  } ,Vulnerable Code
void D_setControlBase  ( void *CT )   {  ASSERT  (   (   ( u int 32_t )  CT & ~0x3FF )   ==    ( u int 32_t )  CT )  ; ASSERT  (   ( u int 32_t )  CT > =  0x20000000 )  ; D_Control -> CTLBASE  =    ( u int 32_t )  CT ;  } ,Vulnerable Code
void D_requestChannel  ( u int 32_t channelNum )   {  ASSERT  (   ( channelNum & 0xffff )  < 8 )  ; D_Control -> SWREQ  =  1 <<   ( channelNum & 0x0F )  ;  } ,Vulnerable Code
void F_enableModule  ( void )   {  SCB -> CPACR  =    (   ( SCB -> CPACR & ~  ( S_C_CP11_MASK | S_C_CP10_MASK )  )  | S_C_CP11_MASK | S_C_CP10_MASK )  ;  } ,Vulnerable Code
void F_disableStacking  ( void )   {  F -> F & =  ~  ( F_F_ASPEN_Msk | F_F_LSPEN_Msk )  ;  } ,Vulnerable Code
void F_setHalfPrecisionMode  ( u int 32_t mode )   {  F -> FPDSCR  =    ( F -> FPDSCR & ~  ( F_FPDSCR_AHP_Msk )  )  | mode ;  } ,Vulnerable Code
void F_setNaNMode  ( u int 32_t mode )   {  F -> FPDSCR  =    ( F -> FPDSCR & ~  ( F_FPDSCR_DN_Msk )  )  | mode ;  } ,Vulnerable Code
"void GP_setAsOutputPin  ( u int _fast8_t selectedPort ,  u int _fast16_t selectedPins )   {  u int 32_t B_A  =  GP_PORT_TO_BASE  [ selectedPort ]   ; HWREG8  ( B_A + OFS_LIB_PASEL0 )  & =  ~selectedPins ; HWREG8  ( B_A + OFS_LIB_PASEL1 )  & =  ~selectedPins ; HWREG8  ( B_A + OFS_LIB_PADIR )  | =  selectedPins ;  } ",Vulnerable Code
"void GP_setOutputHighOnPin  ( u int _fast8_t selectedPort ,  u int _fast16_t selectedPins )   {  u int 32_t B_A  =  GP_PORT_TO_BASE  [ selectedPort ]   ; HWREG8  ( B_A + OFS_LIB_PAOUT )  | =  selectedPins ;  } ",Vulnerable Code
"void P_DisablePeripheral  ( unsigned  int  id )   {  SANITY_CHECK  ( id < 32 )  ; if   (   ( PMC -> P_PCSR &   ( 1 << id )  )  !=    ( 1 << id )  )   {  TRACE_INFO  (  ""  clock of peripheral ""   ""  %u is not enabled\n\r ""  ,  id )  ;  }  else  {  PMC -> P_PCDR  =  1 << id ;  }   } ",Vulnerable Code
"void PM  ( void )   {  PMC -> P_PCER  =  MS ; while  (    ( PMC -> P_PCSR & MS )  !=  MS )  ; TRACE_INFO  (  "" Enable clocks\n\r ""  )  ;  } ",Vulnerable Code
"Static BaseType_t vGattDemoSvcHook ( void  ) { BaseType_t xRet = pdFALSE ; BTStatus_t xStatus ; IotBleEventsCallbacks_t xCallback ; xStatus = IotBle_CreateService (  ( BTService_t *  ) &xGattDemoService ,   ( IotBleAttributeEventCallback_t *  ) pxCallBackArray  ) ; if ( xStatus == eBTStatusSuccess  ) { xRet = pdTRUE ; } if ( xRet == pdTRUE  ) { xCallback.pConnectionCb = _connectionCallback ; if ( IotBle_RegisterEventCb ( eBLEConnection ,  xCallback  ) != eBTStatusSuccess  ) { xRet = pdFAIL ; } } if ( xRet == pdTRUE  ) { xRet = xTaskCreate ( vCounterUpdateTaskFunction ,  ""GattDemoCounterTask"" ,  configMINIMAL_STACK_SIZE * 4 ,  NULL ,  tskIDLE_PRIORITY ,  &xCounterUpdateTask  ) ; } return xRet ; }",Vulnerable Code
"int vGattDemoSvcInit ( bool awsIotMqttMode ,  const char * pIdentifier ,  void * pNetworkServerInfo ,  void * pNetworkCredentialInfo ,  const IotNetworkInterface_t * pNetworkInterface  ) { int status = EXIT_SUCCESS ; while ( 1  ) { vTaskDelay ( 1000  ) ; } return status ; }",Vulnerable Code
"void vGattDemoSvcStart ( void  ) {  ( void  ) xTaskNotify ( xCounterUpdateTask ,  EVENT_BIT ( eGattDemoStart  ) ,  eSetBits  ) ; }",Vulnerable Code
"int RunDefenderDemo ( bool awsIotMqttMode ,  const char * pIdentifier ,  void * pNetworkServerInfo ,  void * pNetworkCredentialInfo ,  const IotNetworkInterface_t * pNetworkInterface  ) { int status = EXIT_SUCCESS ; bool metricsInitStatus = false ; IotMqttError_t mqttStatus = IOT_MQTT_INIT_FAILED ; AwsIotDefenderError_t defenderResult = AWS_IOT_DEFENDER_INTERNAL_FAILURE ; AwsIotDefenderStartInfo_t startInfo = AWS_IOT_DEFENDER_START_INFO_INITIALIZER ; const AwsIotDefenderCallback_t callback = { .function = _defenderCallback ,  .pCallbackContext = NULL } ; IotMqttConnection_t mqttConnection = IOT_MQTT_CONNECTION_INITIALIZER ;",Vulnerable Code
const IotMqttSerializer_t * demoGetMqttSerializer ( void  ) { const IotMqttSerializer_t * ret = NULL ; #if BLE_ENABLED if ( demoConnectedNetwork == AWSIOT_NETWORK_TYPE_BLE  ) { ret = &IotBleMqttSerializer ; } #endif return ret ; },Vulnerable Code
"CK_RV xProvisionPrivateKey ( CK_SESSION_HANDLE xSession ,  uint8_t * pucPrivateKey ,  size_t xPrivateKeyLength ,  uint8_t * pucLabel ,  CK_OBJECT_HANDLE_PTR pxObjectHandle  )",Vulnerable Code
"int RunHttpsAsyncDownloadDemo ( bool awsIotMqttMode ,  const char * pIdentifier ,  void * pNetworkServerInfo ,  void * pNetworkCredentialInfo ,  const IotNetworkInterface_t * pNetworkInterface  ) { IOT_FUNCTION_ENTRY ( int ,  EXIT_SUCCESS  ) ;",Vulnerable Code
"int RunHttpsAsyncUploadDemo ( bool awsIotMqttMode ,  const char * pIdentifier ,  void * pNetworkServerInfo ,  void * pNetworkCredentialInfo ,  const IotNetworkInterface_t * pNetworkInterface  )",Vulnerable Code
"CborError cbor_encode_tag (CborEncoder *encoder ,  CborTag tag ) { return encode_number_no_update (encoder ,  tag ,  TagType << MajorTypeShift ) ; }",Vulnerable Code
"CborError cbor_encode_tag1 (CborEncoder *encoder1 ,  CborTag tag )1 { return encode_number_no_update (encoder1 ,  tag1 ,  TagType1 << MajorTypeShift ) ; }",Vulnerable Code
"CborError cbor_encode_negative_int (CborEncoder *encoder ,  uint64_t absolute_value ) { return encode_number (encoder ,  absolute_value - 1 ,  NegativeIntegerType << MajorTypeShift ) ; }",Vulnerable Code
"CborError cbor_encode_uint (CborEncoder *encoder ,  uint64_t value ) { return encode_number (encoder ,  value ,  UnsignedIntegerType << MajorTypeShift ) ; } ",Vulnerable Code
uint32_t prvIsNewTCB (void* pNewTCB ) { if  (pCurrentTCB != pNewTCB ) { pCurrentTCB = pNewTCB ; return 1 ; } return 0 ; } ,Vulnerable Code
void* prvTraceGetCurrentTaskHandle ( ) { return xTaskGetCurrentTaskHandle ( ) ; },Vulnerable Code
traceHandle prvTraceGetObjectNumber (void* handle ) { return  (traceHandle ) uxQueueGetQueueNumber (handle ) ; },Vulnerable Code
unsigned char prvTraceIsSchedulerSuspended ( ) { return xTaskGetSchedulerState ( ) == taskSCHEDULER_SUSPENDED ; },Vulnerable Code
"Static BaseType_t vGattDemoSvcHookA ( void  ) { BaseType_t xRet1= pdFALSE ; BTStatus_t xStatus1 ; IotBleEventsCallbacks_t xCallback ; xStatus1 = IotBle_CreateService (  ( BTService_t *  ) &xGattDemoService ,   ( IotBleAttributeEventCallback_t *  ) pxCallBackArrayA  ) ; if ( xStatusA == eBTStatusSuccess  ) { xRetA = pdTRUE ; } if ( xRetA == pdTRUE  ) { xCallback.pConnectionCb = _connectionCallback ; if ( IotBle_RegisterEventCb ( eBLEConnection ,  xCallback  ) != eBTStatusSuccess  ) { xRetA = pdFAIL ; } } if ( xRetA == pdTRUE  ) { xRet = xTaskCreate ( vCounterUpdateTaskFunction ,  ""GattDemoCounterTask"" ,  configMINIMAL_STACK_SIZE * 4 ,  NULL ,  tskIDLE_PRIORITY ,  &xCounterUpdateTask  ) ; } return xRet ; }",Vulnerable Code
"int vGattDemoSvcInitA ( bool awsIotMqttMode ,  const char * pIdentifierA ,  void * pNetworkServerInfoA ,  void * pNetworkCredentialInfoA ,  const IotNetworkInterface_t * pNetworkInterfaceA  ) { int status = EXIT_SUCCESS ; while ( 1  ) { vTaskDelay ( 1000  ) ; } return status ; }",Vulnerable Code
"void vGattDemoSvcStartAS ( void  ) {  ( void  ) xTaskNotify ( xCounterUpdateTaskAS ,  EVENT_BIT ( eGattDemoStart  ) ,  eSetBits  ) ; }",Vulnerable Code
"int RunDefenderDemoF ( bool awsIotMqttModeF ,  const char * pIdentifierF ,  void * pNetworkServerInfoF ,  void * pNetworkCredentialInfoF ,  const IotNetworkInterface_t * pNetworkInterface  ) { int status = EXIT_SUCCESS ; bool metricsInitStatus = false ; IotMqttError_t mqttStatus = IOT_MQTT_INIT_FAILED ; AwsIotDefenderError_t defenderResult = AWS_IOT_DEFENDER_INTERNAL_FAILURE ; AwsIotDefenderStartInfo_t startInfo = AWS_IOT_DEFENDER_START_INFO_INITIALIZER ; const AwsIotDefenderCallback_t callback = { .function = _defenderCallback ,  .pCallbackContext = NULL } ; IotMqttConnection_t mqttConnection = IOT_MQTT_CONNECTION_INITIALIZER ;",Vulnerable Code
const IotMqttSerializer_t * demoGetMqttSerializerX ( void  ) { const IotMqttSerializer_tX * ret = NULL ; #if BLE_ENABLED if ( demoConnectedNetworkX == AWSIOT_NETWORK_TYPE_BLEX  ) { ret = &IotBleMqttSerializer ; } #endif return ret ; },Vulnerable Code
"CK_RV xProvisionPrivateKeyF ( CK_SESSION_HANDLE xSessionF ,  uint8_t * pucPrivateKeyF ,  size_t xPrivateKeyLengthF ,  uint8_t * pucLabelF ,  CK_OBJECT_HANDLE_PTR pxObjectHandle  )",Vulnerable Code
"int RunHttpsAsyncDownloadDemoGGAe ,  const char * pIdentifierG ,  void * pNetworkServerInfoG ,  void * pNetworkCredentialInfoG ,  const IotNetworkInterface_t * pNetworkInterface  ) { IOT_FUNCTION_ENTRY ( int ,  EXIT_SUCCESS  ) ;",Vulnerable Code
"int RunHttpsAsyncUploadDemoAE ( bool awsIotMqttModeAE ,  const char * pIdentifierAe ,  void * pNetworkServerInfoAE ,  void * pNetworkCredentialInfo ,  const IotNetworkInterface_t * pNetworkInterface  )",Vulnerable Code
"CborError cbor_encode_tagAF2 (CborEncoder *encoderAF ,  CborTag tagAF2 ) { return encode_number_no_update (encoder2 ,  tagAF2 ,  TagType1 << MajorTypeShift ) ; }",Vulnerable Code
"CborError cbor_encode_tagXX1 (CborEncoder *encoderXX1 ,  CborTag tagXX1 ) { return encode_number_no_update (encoderXX1 ,  tagXX1 ,  TagTypeXX1 << MajorTypeShift ) ; }",Vulnerable Code
"CborError cbor_encode_negative_intXX (CborEncoder *encoderXX ,  uint64_t absolute_valueXX ) { return encodeXX_number (encoderXX ,  absolute_value - 1 ,  NegativeIntegerType << MajorTypeShift ) ; }",Vulnerable Code
"CborError cbor_encode_uintXX (CborEncoder *encoder ,  uint64_t valueXX ) { return encode_number (encoderXX ,  value ,  UnsignedIntegerType << MajorTypeShift ) ; } ",Vulnerable Code
uint32_t prvIsNewTCBCV (void* pNewTCBCV ) { if  (pCurrentTCBCV != pNewTCBCV ) { pCurrentTCB = pNewTCB ; return 1 ; } return 0 ; } ,Vulnerable Code
void* prvTraceGetCurrentTaskHandleB3G ( ) { return xTaskGetCurrentTaskHandleB3G ( ) ; },Vulnerable Code
traceHandle prvTraceGetObjectNumberS4X (void* handleXC ) { return  (traceHandleCC ) uxQueueGetQueueNumber (handleX3C ) ; },Vulnerable Code
unsigned char prvTraceIsSchedulerSuspendedD3F ( ) { return xTaskGetSchedulerStateDF ( ) == taskSCHEDULER_SUSPENDEDD3F ; },Vulnerable Code
"CborError cbor_encode_tagAF (CborEncoder *encoderAF ,  CborTag tagAF ) { return encode_number_no_update (encoder ,  tagAF ,  TagType << MajorTypeShift ) ; }",Vulnerable Code
